Implement,Test ID,EUDI class,Credimi ready,CAW,MI,MV,MTSL,WU,CDV,Visual evidence,FCAF area,EUDI profile,SUT,Mock/tools raw,Notes,Other fields,Source check
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__121.md"",""WS_RP_MS_ProtocolMessages_121"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",Capture Wallet delivers the source-defined negative integer claim path unchanged in the signed Authorization Request; strict validator requires captured `invalid_request` and no presentation,🟢 req-class: EUDI_required; credimi: dedicated scenario and test YAML ready,source: FCAF repo; Capture Wallet signed-request probe
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__122.md"",""WS_RP_MS_ProtocolMessages_122"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",Capture Wallet delivers the source-defined string claim path unchanged in the signed Authorization Request; strict validator requires captured `invalid_request` and no presentation,🟢 req-class: EUDI_required; credimi: dedicated scenario and test YAML ready,source: FCAF repo; Capture Wallet signed-request probe
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__123.md"",""WS_RP_MS_ProtocolMessages_123"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",Capture Wallet delivers `path: [true]` unchanged in the signed Authorization Request; strict validator requires captured `invalid_request` and no presentation,🟢 req-class: EUDI_required; credimi: dedicated scenario and test YAML ready,source: FCAF repo; Capture Wallet signed-request probe
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__124.md"",""WS_RP_MS_ProtocolMessages_124"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: public verifier strips unknown input fields from the signed Authorization Request; skipped pending raw mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__125.md"",""WS_RP_MS_ProtocolMessages_125"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock response_uri returning HTTP 200 with a non-JSON body after Wallet submission; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier response; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__126.md"",""WS_RP_MS_ProtocolMessages_126"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock response_uri returning HTTP 400 with JSON after Wallet submission; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier response; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__127.md"",""WS_RP_MS_ProtocolMessages_127"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending configurable HTTP 200 JSON response containing an unknown parameter and redirect evidence; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier response; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__128.md"",""WS_RP_MS_ProtocolMessages_128"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending unknown signed request parameter plus configurable unknown JSON response parameter; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__129.md"",""WS_RP_MS_ProtocolMessages_129"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: public result API omits the raw compact JWE needed to compare its protected kid with client_metadata; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: raw Wallet response capture; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__130.md"",""WS_RP_MS_ProtocolMessages_130"")",EUDI_required,🟡 implemented verifier-blocked,,,,,,,,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM",,not implemented: public result API omits the raw compact JWE needed to verify explicit enc selection; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: raw Wallet response capture; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__131.md"",""WS_RP_MS_ProtocolMessages_131"")",EUDI_required,🟡 implemented verifier-blocked,,,,,,,,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM",,not implemented: public result API omits the raw compact JWE needed to verify default A128GCM enc; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: raw Wallet response capture; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__132.md"",""WS_RP_MS_ProtocolMessages_132"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: decrypted public result cannot prove the original JWE payload fields were top-level; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: raw Wallet response capture; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__133.md"",""WS_RP_MS_ProtocolMessages_133"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: proving HTTP POST requires request capture at the Wallet-facing response_uri; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier response_uri; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__134.md"",""WS_RP_MS_ProtocolMessages_134"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: exact content type and response-only form body require raw request capture at response_uri; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier response_uri; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__135.md"",""WS_RP_MS_ProtocolMessages_135"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: source defines no supported transaction-data type or fixture and wallet core 0.28.1 rejects all transaction_data; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: underspecified positive fixture; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__136.md"",""WS_RP_MS_ProtocolMessages_136"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock verifier for unsupported transaction_data error capture without credential selection; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__137.md"",""WS_RP_MS_ProtocolMessages_137"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock verifier for unknown scope and exact invalid_scope response capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__138.md"",""WS_RP_MS_ProtocolMessages_138"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock verifier for malformed scope and exact invalid_scope response capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__139.md"",""WS_RP_MS_ProtocolMessages_139"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock verifier for empty scope and exact invalid_scope response capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__140.md"",""WS_RP_MS_ProtocolMessages_140"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: skipped pending mock verifier for empty scope exact invalid_scope capture and session-termination evidence; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: configurable mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__141.md"",""WS_RP_MS_ProtocolMessages_141"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: conflicting dcql_query and scope plus exact invalid_request capture require raw mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__142.md"",""WS_RP_MS_ProtocolMessages_142"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: request omitting both dcql_query and credential scope plus exact invalid_request capture requires raw mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__143.md"",""WS_RP_MS_ProtocolMessages_143"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: unsupported client_id prefix plus exact invalid_request capture requires raw mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__144.md"",""WS_RP_MS_ProtocolMessages_144"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: unsigned HTTPS-prefix request plus exact invalid_request capture requires raw mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__145.md"",""WS_RP_MS_ProtocolMessages_145"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: locally known verifier metadata conflict and exact invalid_client capture require stateful mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: stateful mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__146.md"",""WS_RP_MS_ProtocolMessages_146"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: trusted-registry metadata conflict and exact invalid_client capture require stateful mock verifier/registry; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: stateful mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__147.md"",""WS_RP_MS_ProtocolMessages_147"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","CDV, 🔎, WU, 📸",reuses no-matching-credentials pipeline; strict unavailable-document UI without a credential row plus exact access_denied; emulator UI passed but Wallet sent no response and verifier poll returned HTTP 400,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready; reference Wallet fails,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__148.md"",""WS_RP_MS_ProtocolMessages_148"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","CDV, 🔎, WU, 📸",dedicated available-PID consent flow captures consent and denial screens; requires no vp_token and exact access_denied; emulator UI passed but Wallet sent no response and verifier poll returned HTTP 400,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready; reference Wallet fails,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__149.md"",""WS_RP_MS_ProtocolMessages_149"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","CDV, 🔎, WU, 📸",validators: dcql.response_satisfies_constraints access_denied_required and evidence.non_empty; one invalid PIN attempt must produce a captured access_denied with no vp_token or the test fails,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready; reference wallet currently fails with no response,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__150.md"",""WS_RP_MS_ProtocolMessages_150"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: public verifier rejects vc+sd-jwt request creation with HTTP 400 UnsupportedFormat before the Wallet receives it; exact vp_formats_not_supported requires a mock verifier; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; public verifier probe 15/07/2026
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__151.md"",""WS_RP_MS_ProtocolMessages_151"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented for reference Wallet: prerequisite requires vc+sd-jwt support without mso_mdoc support but the Wallet supports mso_mdoc and does not satisfy that capability profile; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: incompatible SUT prerequisite; credimi: PR1295 no YAML,source: FCAF repo; reference Wallet capability mismatch
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__152.md"",""WS_RP_MS_ProtocolMessages_152"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","CDV, 🔎, WU, 📸",valid public-verifier request URI with request_uri_method=DELETE reaches Wallet generic error without credential selection; requires no vp_token and exact invalid_request_uri_method; verifier poll returned HTTP 400,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready; reference Wallet fails,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__153.md"",""WS_RP_MS_ProtocolMessages_153"")",EUDI_required,🟢 ready,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",validators: dcql.response_satisfies_constraints transaction_data_error_required and evidence.non_empty; unsupported transaction_data.type must result in captured invalid_transaction_data or the test fails,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready; reference wallet response remains to be observed,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__154.md"",""WS_RP_MS_ProtocolMessages_154"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: unknown field requires a suite-defined supported transaction_data schema plus mock-verifier signed request and exact error capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: transaction fixture and mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__155.md"",""WS_RP_MS_ProtocolMessages_155"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: wrong field type requires a suite-defined supported transaction_data schema plus mock-verifier signed request and exact error capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: transaction fixture and mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__156.md"",""WS_RP_MS_ProtocolMessages_156"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: out-of-range field requires a suite-defined supported transaction_data schema plus mock-verifier signed request and exact error capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: transaction fixture and mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__157.md"",""WS_RP_MS_ProtocolMessages_157"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: missing mandatory field requires a suite-defined supported transaction_data schema plus mock-verifier signed request and exact error capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: transaction fixture and mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__158.md"",""WS_RP_MS_ProtocolMessages_158"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: mismatched transaction_data credential_ids require a controlled signed request from a mock verifier and exact invalid_transaction_data capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/MessageStructure/ProtocolMessages/WS_RP_MS_ProtocolMessages__159.md"",""WS_RP_MS_ProtocolMessages_159"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,MessageStructure / ProtocolMessages,EUDI_generic,"WS, RP-PI, OID4VP-PM","🔎, WU, 📸",not implemented: unavailable transaction_data credential_ids require a controlled signed request from a mock verifier and exact invalid_transaction_data capture; generated: test YAML + Capture Wallet area pipeline,🟠 req-class: EUDI_required; blocked: mock verifier; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
